id_captura,fecha,id_cliente,especie,peso,articulo_usado,zona
CAP-8145,2024-09-02,C293,Mero,4.81,A0031,Playa
CAP-8146,2024-09-09,C293,San Pedro,1.22,A0031,Playa
CAP-8147,2024-01-23,C300,Denton,5.31,A0033,Espigon
CAP-8148,2024-10-14,C275,Marlin Blanco,31.18,A0028,Playa
CAP-8149,2024-05-17,C230,Denton,1.57,A0033,Espigon
CAP-8150,2024-06-07,C230,Serviola,1.96,A0033,Alta Mar
CAP-8151,2024-06-10,C230,Serviola,0.72,A0033,Alta Mar
CAP-8152,2024-07-02,C230,Mero,3.41,A0033,Playa
CAP-8153,2024-10-23,C141,Sama,5.93,A0031,Alta Mar
CAP-8154,2024-10-24,C141,San Pedro,0.87,A0031,Espigon
CAP-8155,2024-11-17,C141,Cabrilla,1.58,A0031,Playa
CAP-8156,2024-11-20,C141,Sama,8.57,A0031,Playa
CAP-8157,2025-01-03,C008,Calamar,0.37,A0006,Espigon
CAP-8158,2025-01-15,C008,Calamar,1.01,A0006,Alta Mar
CAP-8159,2025-01-23,C008,Calamar,1.41,A0006,Ria
CAP-8160,2025-01-29,C008,Calamar,1.24,A0006,Playa
CAP-8161,2024-02-13,C046,Sepia,1.26,A0005,Alta Mar
CAP-8162,2024-02-18,C046,Sepia,1.08,A0005,Ria
CAP-8163,2024-03-01,C046,Calamar,0.86,A0005,Ria
CAP-8164,2024-02-07,C046,Calamar,0.53,A0005,Playa
CAP-8165,2024-02-05,C046,Calamar,1.16,A0005,Ria
CAP-8166,2024-07-21,C267,Llampuga,3.48,A0026,Playa
CAP-8167,2024-11-09,C091,Pulpo,1.36,A0005,Alta Mar
CAP-8168,2024-11-15,C091,Sepia,1.11,A0005,Ria
CAP-8169,2024-11-26,C221,Pulpo,2.98,A0001,Alta Mar
CAP-8170,2024-01-30,C119,Denton,6.89,A0032,Ria
CAP-8171,2024-02-05,C119,Denton,6.68,A0032,Espigon
CAP-8172,2024-01-22,C119,Serviola,0.91,A0032,Espigon
CAP-8173,2024-02-01,C119,Mero,6.48,A0032,Ria
CAP-8174,2024-06-12,C272,Jurel,1.32,A0012,Alta Mar
CAP-8175,2024-06-14,C272,Serviola,1.68,A0012,Playa
CAP-8176,2024-07-15,C272,Palometon,9.63,A0012,Alta Mar
CAP-8177,2024-07-10,C272,Lubina,3.09,A0012,Espigon
CAP-8178,2024-06-05,C005,Mero,11.26,A0033,Espigon
CAP-8179,2024-05-26,C005,Serviola,1.1,A0033,Espigon
CAP-8180,2024-06-23,C005,Denton,4.22,A0033,Ria
CAP-8181,2024-06-19,C130,Lubina,0.51,A0011,Alta Mar
CAP-8182,2024-04-28,C294,Denton,7.61,A0033,Playa
CAP-8183,2024-06-18,C199,Bonito del Norte,5.18,A0027,Ria
CAP-8184,2024-06-30,C199,Bonito del Norte,4.53,A0027,Playa
CAP-8185,2024-06-29,C199,Bonito del Norte,6.88,A0027,Espigon
CAP-8186,2024-05-25,C129,Jurel,1.54,A0015,Playa
CAP-8187,2024-06-19,C129,Anjova,4.29,A0015,Alta Mar
CAP-8188,2024-07-04,C129,Anjova,2.1,A0015,Ria
CAP-8189,2024-05-15,C074,Sama,2.46,A0031,Alta Mar
CAP-8190,2024-06-02,C074,Mero,7.91,A0031,Espigon
CAP-8191,2024-11-28,C091,Serviola,1.19,A0033,Alta Mar
CAP-8192,2024-12-19,C091,Serviola,1.98,A0033,Ria
CAP-8193,2024-10-19,C097,Bonito del Norte,10.02,A0028,Espigon
CAP-8194,2024-10-22,C097,Llampuga,8.01,A0028,Alta Mar
CAP-8195,2024-05-04,C080,San Pedro,2.18,A0031,Playa
CAP-8196,2024-04-28,C080,Pargo,1.45,A0031,Alta Mar
CAP-8197,2024-06-03,C080,Sama,9.0,A0031,Alta Mar
CAP-8198,2024-06-01,C080,San Pedro,2.32,A0031,Espigon
CAP-8199,2024-11-08,C294,Pargo,0.78,A0030,Espigon
CAP-8200,2024-11-17,C294,Denton,5.72,A0030,Playa
CAP-8201,2024-11-20,C294,Sama,3.63,A0030,Espigon
CAP-8202,2024-06-28,C003,Cabrilla,1.6,A0030,Espigon
CAP-8203,2024-10-20,C095,Jurel,1.26,A0010,Playa
CAP-8204,2024-10-11,C095,Baila,1.26,A0010,Alta Mar
CAP-8205,2024-11-10,C095,Lubina,2.64,A0010,Espigon
CAP-8206,2024-06-03,C062,Sama,3.24,A0030,Espigon
CAP-8207,2024-06-15,C062,Sama,5.1,A0030,Ria
CAP-8208,2024-11-10,C084,Herrera,0.53,A0022,Alta Mar
CAP-8209,2024-11-15,C084,Sargo,0.91,A0022,Alta Mar
CAP-8210,2024-11-24,C084,Sargo,0.36,A0022,Playa
CAP-8211,2024-12-14,C084,Sargo,0.76,A0022,Ria
CAP-8212,2024-12-21,C084,Dorada,1.98,A0022,Espigon
CAP-8213,2024-12-19,C084,Dorada,1.44,A0022,Ria
CAP-8214,2024-12-13,C084,Dorada,2.82,A0022,Ria
CAP-8215,2024-12-01,C084,Mabra,1.4,A0022,Ria
CAP-8216,2024-12-16,C169,Denton,5.43,A0032,Alta Mar
CAP-8217,2024-12-29,C169,Serviola,1.43,A0032,Alta Mar
CAP-8218,2024-12-17,C169,Denton,4.72,A0032,Playa
CAP-8219,2024-01-19,C273,Gallineta,1.41,A0031,Alta Mar
CAP-8220,2024-01-31,C273,Denton,5.78,A0031,Espigon
CAP-8221,2024-10-06,C139,San Pedro,1.91,A0031,Playa
CAP-8222,2024-10-26,C139,San Pedro,1.96,A0031,Ria
CAP-8223,2024-02-23,C073,Sargo,0.5,A0022,Ria
CAP-8224,2024-03-04,C073,Sargo,0.99,A0022,Alta Mar
CAP-8225,2024-10-31,C121,Serviola,0.79,A0033,Espigon
CAP-8226,2024-02-28,C130,Lubina,2.91,A0011,Playa
CAP-8227,2024-03-11,C130,Baila,1.57,A0011,Ria
CAP-8228,2024-12-08,C281,Denton,4.9,A0030,Alta Mar
CAP-8229,2024-12-28,C281,Sama,5.97,A0030,Alta Mar
CAP-8230,2024-04-26,C066,Mero,6.12,A0032,Espigon
CAP-8231,2024-05-14,C162,Herrera,0.51,A0021,Espigon
CAP-8232,2024-05-08,C162,Herrera,0.61,A0021,Ria
CAP-8233,2024-11-04,C154,Denton,6.34,A0032,Espigon
CAP-8234,2024-06-12,C262,Serviola,1.57,A0011,Alta Mar
CAP-8235,2024-07-17,C266,Jurel,1.68,A0011,Alta Mar
CAP-8236,2024-08-12,C266,Baila,0.9,A0011,Ria
CAP-8237,2024-11-05,C005,Denton,5.61,A0033,Espigon
CAP-8238,2024-10-29,C238,Sepia,0.94,A0002,Playa
CAP-8239,2024-12-03,C238,Calamar,0.55,A0002,Espigon
CAP-8240,2024-11-12,C238,Sepia,1.68,A0002,Playa
CAP-8241,2024-11-14,C238,Sepia,0.81,A0002,Ria
CAP-8242,2024-11-28,C238,Sepia,0.88,A0002,Ria
CAP-8243,2024-05-11,C005,Mero,13.4,A0033,Espigon
CAP-8244,2024-02-20,C292,Lubina,4.11,A0014,Playa
CAP-8245,2025-01-09,C212,Sepia,1.97,A0002,Alta Mar
CAP-8246,2025-01-17,C212,Sepia,1.85,A0002,Espigon
CAP-8247,2025-01-18,C212,Sepia,0.58,A0002,Playa
CAP-8248,2025-01-03,C212,Sepia,1.5,A0002,Alta Mar
CAP-8249,2025-01-30,C212,Calamar,0.33,A0002,Ria
CAP-8250,2025-01-15,C212,Calamar,0.63,A0002,Alta Mar
CAP-8251,2025-01-21,C212,Calamar,0.87,A0002,Ria
CAP-8252,2025-02-14,C212,Calamar,0.22,A0002,Espigon
CAP-8253,2024-10-14,C123,Bonito del Norte,12.06,A0027,Ria
CAP-8254,2024-10-05,C123,Melva,1.06,A0027,Ria
CAP-8255,2024-03-04,C125,Pulpo,3.03,A0002,Playa
CAP-8256,2024-03-04,C125,Calamar,0.94,A0002,Ria
CAP-8257,2024-03-20,C125,Calamar,1.28,A0002,Alta Mar
CAP-8258,2024-03-20,C125,Calamar,0.42,A0002,Alta Mar
CAP-8259,2024-07-13,C048,Lubina,2.72,A0017,Playa
CAP-8260,2024-12-04,C178,Calamar,1.07,A0004,Alta Mar
CAP-8261,2024-12-26,C178,Calamar,1.41,A0004,Playa
CAP-8262,2024-10-22,C276,Herrera,0.34,A0021,Alta Mar
CAP-8263,2024-02-26,C254,Denton,6.88,A0032,Ria
CAP-8264,2024-03-21,C254,Serviola,0.75,A0032,Playa
CAP-8265,2024-04-16,C254,Denton,1.55,A0032,Ria
CAP-8266,2024-02-15,C221,Calamar,0.37,A0002,Ria
CAP-8267,2024-02-23,C221,Calamar,0.38,A0002,Espigon
CAP-8268,2024-03-02,C221,Calamar,1.31,A0002,Alta Mar
CAP-8269,2024-03-04,C221,Calamar,1.3,A0002,Playa
CAP-8270,2024-02-26,C221,Calamar,1.09,A0002,Playa
CAP-8271,2024-09-15,C247,Jurel,1.22,A0018,Playa
CAP-8272,2024-04-29,C101,Serviola,0.84,A0033,Playa
CAP-8273,2024-05-03,C101,Serviola,1.03,A0033,Ria
CAP-8274,2024-05-05,C101,Mero,6.37,A0033,Alta Mar
CAP-8275,2024-11-28,C068,Mero,13.18,A0033,Alta Mar
CAP-8276,2024-02-29,C141,Sepia,1.38,A0004,Ria
CAP-8277,2024-12-16,C238,Calamar,0.38,A0004,Espigon
CAP-8278,2024-12-03,C238,Calamar,0.68,A0004,Ria
CAP-8279,2024-12-02,C238,Calamar,0.88,A0004,Espigon
CAP-8280,2024-07-30,C270,Cabrilla,1.81,A0031,Alta Mar
CAP-8281,2024-07-23,C270,Cabrilla,0.72,A0031,Playa
CAP-8282,2024-08-19,C270,Mero,13.14,A0031,Ria
CAP-8283,2024-11-18,C063,Herrera,0.24,A0021,Espigon
CAP-8284,2024-12-06,C063,Mabra,0.91,A0021,Espigon
CAP-8285,2024-11-20,C063,Mabra,0.85,A0021,Alta Mar
CAP-8286,2024-12-10,C290,Calamar,1.26,A0006,Alta Mar
CAP-8287,2024-08-19,C258,Denton,3.53,A0033,Espigon
CAP-8288,2024-08-20,C258,Serviola,1.55,A0033,Espigon
CAP-8289,2024-11-28,C149,Serviola,1.92,A0033,Espigon
CAP-8290,2024-03-13,C130,Lubina,3.16,A0012,Alta Mar
CAP-8291,2024-07-15,C061,Serviola,1.39,A0032,Alta Mar
CAP-8292,2024-06-10,C010,Lubina,3.49,A0017,Alta Mar
CAP-8293,2024-10-23,C276,Sargo,0.84,A0021,Ria
CAP-8294,2024-11-30,C037,Calamar,0.7,A0001,Playa
CAP-8295,2024-11-28,C037,Calamar,0.28,A0001,Alta Mar
CAP-8296,2024-12-03,C037,Calamar,1.31,A0001,Alta Mar
CAP-8297,2024-11-30,C037,Pulpo,1.35,A0001,Alta Mar
CAP-8298,2024-08-12,C100,Mabra,0.88,A0022,Alta Mar
CAP-8299,2024-08-02,C100,Sargo,1.01,A0022,Alta Mar
CAP-8300,2024-08-06,C100,Sargo,0.98,A0022,Espigon
CAP-8301,2024-09-01,C100,Mabra,0.8,A0022,Espigon
CAP-8302,2024-08-21,C100,Mabra,0.66,A0022,Espigon
CAP-8303,2024-08-24,C100,Mabra,1.29,A0022,Alta Mar
CAP-8304,2024-07-19,C238,Herrera,0.52,A0022,Espigon
CAP-8305,2024-07-11,C238,Sargo,0.78,A0022,Ria
CAP-8306,2024-02-10,C158,Serviola,1.14,A0033,Alta Mar
CAP-8307,2024-03-10,C158,Serviola,1.78,A0033,Espigon
CAP-8308,2024-03-01,C158,Denton,6.28,A0033,Ria
CAP-8309,2024-05-11,C282,Lubina,1.8,A0013,Ria
CAP-8310,2024-05-08,C282,Anjova,5.18,A0013,Espigon
CAP-8311,2024-05-28,C011,Mero,4.37,A0033,Alta Mar
CAP-8312,2024-03-24,C057,Lubina,3.76,A0015,Alta Mar
CAP-8313,2025-01-03,C297,Calamar,0.29,A0005,Alta Mar
CAP-8314,2025-01-13,C297,Sepia,0.86,A0005,Alta Mar
CAP-8315,2024-06-08,C182,Denton,3.12,A0030,Espigon
CAP-8316,2024-06-04,C182,Cabrilla,1.37,A0030,Playa
CAP-8317,2025-01-01,C161,Cabrilla,1.35,A0031,Playa
CAP-8318,2025-01-14,C161,Pargo,1.64,A0031,Playa
CAP-8319,2025-01-15,C161,Denton,3.49,A0031,Alta Mar
CAP-8320,2025-01-28,C161,Denton,3.17,A0031,Alta Mar
CAP-8321,2024-12-07,C110,Herrera,0.34,A0021,Alta Mar
CAP-8322,2024-12-16,C110,Dorada,2.83,A0021,Ria
CAP-8323,2024-12-16,C110,Mabra,1.74,A0021,Ria
CAP-8324,2024-07-07,C029,Bonito del Norte,7.1,A0026,Alta Mar
CAP-8325,2024-07-19,C029,Bacoreta,1.5,A0026,Alta Mar
CAP-8326,2024-05-01,C102,Cabrilla,1.04,A0031,Playa
CAP-8327,2024-05-23,C102,Gallineta,1.82,A0031,Espigon
CAP-8328,2024-02-27,C153,Sepia,0.75,A0001,Ria
CAP-8329,2024-03-13,C153,Calamar,0.42,A0001,Playa
CAP-8330,2024-01-28,C220,Serviola,1.95,A0032,Ria
CAP-8331,2024-02-11,C220,Denton,7.25,A0032,Ria
CAP-8332,2024-11-16,C076,Baila,0.66,A0010,Espigon
CAP-8333,2024-12-18,C076,Lubina,2.72,A0010,Alta Mar
CAP-8334,2024-03-05,C106,Lubina,0.84,A0018,Espigon
CAP-8335,2024-03-13,C106,Jurel,0.7,A0018,Espigon
CAP-8336,2024-03-30,C106,Jurel,1.13,A0018,Playa
CAP-8337,2024-03-26,C106,Lubina,1.22,A0018,Espigon
CAP-8338,2024-04-26,C106,Lubina,4.11,A0018,Playa
CAP-8339,2024-11-29,C108,San Pedro,1.15,A0030,Ria
CAP-8340,2024-12-25,C108,Sama,6.94,A0030,Ria
CAP-8341,2024-12-09,C108,San Pedro,1.62,A0030,Espigon
CAP-8342,2024-06-09,C062,Cabrilla,1.79,A0030,Ria
CAP-8343,2024-12-18,C227,Calamar,1.24,A0002,Espigon
CAP-8344,2025-01-05,C227,Calamar,1.18,A0002,Ria
CAP-8345,2024-10-21,C165,Lubina,2.49,A0010,Espigon
CAP-8346,2024-08-01,C033,Pargo,1.48,A0031,Alta Mar
CAP-8347,2024-07-28,C033,Cabrilla,0.66,A0031,Ria
CAP-8348,2024-07-21,C033,Cabrilla,1.72,A0031,Espigon
CAP-8349,2024-03-17,C165,Mero,5.3,A0033,Ria
CAP-8350,2024-04-09,C165,Denton,3.53,A0033,Espigon
CAP-8351,2024-05-08,C279,Sargo,0.67,A0022,Alta Mar
CAP-8352,2024-05-07,C279,Sargo,0.73,A0022,Ria
CAP-8353,2024-05-01,C279,Herrera,0.38,A0022,Ria
CAP-8354,2024-11-09,C078,Herrera,0.38,A0021,Playa
CAP-8355,2024-10-29,C078,Herrera,0.21,A0021,Playa
CAP-8356,2024-11-12,C078,Mabra,0.54,A0021,Espigon
CAP-8357,2024-06-19,C175,Mero,14.79,A0030,Playa
CAP-8358,2024-07-16,C175,Sama,2.16,A0030,Alta Mar
CAP-8359,2024-07-05,C001,Lubina,1.33,A0013,Alta Mar
CAP-8360,2024-07-20,C001,Lubina,4.94,A0013,Ria
CAP-8361,2024-08-04,C135,Bonito del Norte,10.96,A0028,Alta Mar
CAP-8362,2024-08-18,C135,Bonito del Norte,8.86,A0028,Ria
CAP-8363,2024-08-29,C135,Bonito del Norte,7.38,A0028,Alta Mar
CAP-8364,2024-06-06,C199,Llampuga,9.52,A0028,Espigon
CAP-8365,2024-06-26,C199,Bacoreta,1.02,A0028,Alta Mar
CAP-8366,2024-06-26,C199,Bonito del Norte,14.89,A0028,Espigon
CAP-8367,2024-07-08,C199,Bonito del Norte,4.03,A0028,Espigon
CAP-8368,2024-10-10,C157,Jurel,1.76,A0010,Playa
CAP-8369,2024-11-02,C157,Lubina,2.82,A0010,Espigon
CAP-8370,2024-12-06,C212,Calamar,1.47,A0005,Espigon
CAP-8371,2024-12-02,C212,Calamar,0.7,A0005,Playa
CAP-8372,2025-01-02,C212,Calamar,0.5,A0005,Playa
CAP-8373,2024-11-09,C020,San Pedro,0.82,A0031,Playa
CAP-8374,2024-08-24,C171,Mero,7.59,A0033,Ria
CAP-8375,2024-06-15,C280,Pargo,0.81,A0030,Alta Mar
CAP-8376,2024-01-19,C266,Lubina,4.39,A0015,Ria
CAP-8377,2024-10-12,C190,Serviola,1.36,A0032,Espigon
CAP-8378,2024-08-25,C001,Anjova,4.4,A0015,Alta Mar
CAP-8379,2024-09-11,C001,Lubina,3.69,A0015,Espigon
CAP-8380,2024-11-18,C226,Lubina,2.79,A0014,Alta Mar
CAP-8381,2024-12-25,C070,Denton,3.77,A0033,Espigon
CAP-8382,2024-11-03,C064,Sepia,0.62,A0006,Ria
CAP-8383,2024-11-29,C064,Calamar,0.48,A0006,Espigon
CAP-8384,2024-12-12,C064,Calamar,0.82,A0006,Alta Mar
CAP-8385,2024-11-16,C064,Calamar,1.34,A0006,Espigon
CAP-8386,2024-12-07,C038,Herrera,0.23,A0022,Ria
CAP-8387,2024-12-12,C038,Herrera,0.8,A0022,Ria
CAP-8388,2024-12-08,C038,Herrera,0.31,A0022,Ria
CAP-8389,2024-08-29,C200,Mabra,1.59,A0022,Alta Mar
CAP-8390,2024-09-08,C200,Mabra,0.65,A0022,Playa
CAP-8391,2024-09-29,C200,Corvina,14.51,A0022,Ria
CAP-8392,2024-02-04,C128,Lubina,4.66,A0011,Alta Mar
CAP-8393,2024-10-28,C020,Serviola,1.99,A0010,Espigon
CAP-8394,2024-10-17,C020,Lubina,4.8,A0010,Alta Mar
CAP-8395,2024-11-03,C020,Jurel,1.85,A0010,Alta Mar
CAP-8396,2024-12-18,C096,Calamar,1.07,A0003,Ria
CAP-8397,2025-01-12,C096,Calamar,0.7,A0003,Playa
CAP-8398,2024-07-28,C115,Bonito del Norte,7.92,A0026,Ria
CAP-8399,2024-03-31,C035,Lubina,3.77,A0017,Ria
CAP-8400,2024-04-14,C035,Anjova,4.52,A0017,Alta Mar
CAP-8401,2024-11-06,C051,Anjova,2.46,A0016,Playa
CAP-8402,2024-10-26,C051,Espeton,1.37,A0016,Alta Mar
CAP-8403,2024-05-03,C080,Cabrilla,1.49,A0030,Ria
CAP-8404,2024-05-09,C080,Denton,2.53,A0030,Ria
CAP-8405,2024-05-28,C080,Sama,3.86,A0030,Espigon
CAP-8406,2024-06-14,C148,Serviola,0.7,A0033,Alta Mar
CAP-8407,2024-06-15,C148,Serviola,1.19,A0033,Espigon
CAP-8408,2024-09-07,C129,Baila,0.64,A0016,Ria
CAP-8409,2024-05-08,C270,Serviola,1.14,A0017,Alta Mar
CAP-8410,2024-05-09,C270,Lubina,1.76,A0017,Espigon
CAP-8411,2024-05-22,C270,Baila,1.28,A0017,Espigon
CAP-8412,2024-09-29,C163,Bacoreta,0.77,A0027,Alta Mar
CAP-8413,2024-10-19,C163,Llampuga,4.18,A0027,Alta Mar
CAP-8414,2024-10-05,C163,Melva,0.88,A0027,Alta Mar
CAP-8415,2024-08-08,C286,Sama,5.16,A0030,Espigon
CAP-8416,2024-08-08,C286,Denton,5.55,A0030,Playa
CAP-8417,2024-08-08,C286,Sama,6.55,A0030,Ria
CAP-8418,2024-09-03,C286,Denton,7.2,A0030,Ria
CAP-8419,2024-01-31,C252,Calamar,0.52,A0007,Espigon
CAP-8420,2024-01-29,C252,Calamar,1.16,A0007,Ria
CAP-8421,2024-02-11,C252,Calamar,0.99,A0007,Ria
CAP-8422,2024-04-19,C217,Sargo,1.18,A0021,Alta Mar
CAP-8423,2024-04-08,C217,Sargo,1.13,A0021,Ria
CAP-8424,2024-04-20,C217,Herrera,0.68,A0021,Ria
CAP-8425,2024-04-26,C217,Herrera,0.69,A0021,Playa
CAP-8426,2024-04-20,C217,Sargo,0.85,A0021,Alta Mar
CAP-8427,2024-05-06,C217,Sargo,0.61,A0021,Espigon
CAP-8428,2024-05-15,C217,Sargo,0.65,A0021,Ria
CAP-8429,2024-05-11,C217,Sargo,0.85,A0021,Espigon
CAP-8430,2024-11-14,C064,Calamar,0.72,A0007,Espigon
CAP-8431,2024-07-12,C181,Marlin Blanco,19.66,A0026,Alta Mar
CAP-8432,2024-07-23,C181,Melva,1.25,A0026,Playa
CAP-8433,2024-07-31,C151,Serviola,0.93,A0032,Espigon
CAP-8434,2024-06-07,C284,Serviola,0.89,A0033,Playa
CAP-8435,2024-09-08,C167,Serviola,1.28,A0015,Ria
CAP-8436,2024-09-05,C167,Baila,0.7,A0015,Playa
CAP-8437,2024-08-02,C182,Cabrilla,1.42,A0031,Ria
CAP-8438,2024-03-09,C229,Lubina,4.09,A0011,Playa
CAP-8439,2024-03-12,C229,Serviola,1.14,A0011,Ria
CAP-8440,2024-03-30,C229,Palometon,11.87,A0011,Ria
CAP-8441,2024-04-14,C229,Espeton,0.74,A0011,Ria
CAP-8442,2024-10-09,C006,Sargo,1.16,A0022,Ria
CAP-8443,2024-10-03,C006,Herrera,0.25,A0022,Playa
CAP-8444,2024-12-14,C180,Serviola,0.95,A0033,Alta Mar
CAP-8445,2024-12-26,C180,Serviola,1.59,A0033,Alta Mar
CAP-8446,2024-12-18,C180,Denton,4.33,A0033,Playa
CAP-8447,2024-04-25,C001,Baila,1.24,A0010,Ria
CAP-8448,2024-04-19,C001,Lubina,4.5,A0010,Playa
CAP-8449,2024-05-04,C001,Jurel,0.89,A0010,Espigon
CAP-8450,2024-07-26,C293,Lubina,1.67,A0018,Alta Mar
CAP-8451,2024-08-13,C293,Lubina,4.8,A0018,Espigon
CAP-8452,2024-07-30,C293,Espeton,1.11,A0018,Espigon
CAP-8453,2024-09-12,C131,Dorada,2.44,A0021,Playa
CAP-8454,2024-08-24,C131,Mabra,1.8,A0021,Ria
CAP-8455,2024-09-29,C131,Herrera,0.53,A0021,Alta Mar
CAP-8456,2024-09-12,C131,Herrera,0.56,A0021,Espigon
CAP-8457,2024-07-31,C002,Marlin Blanco,45.89,A0028,Espigon
CAP-8458,2024-08-24,C002,Bonito del Norte,6.68,A0028,Alta Mar
CAP-8459,2024-02-13,C082,Pargo,0.6,A0031,Ria
CAP-8460,2024-07-24,C280,Cabrilla,1.73,A0030,Espigon
CAP-8461,2024-08-07,C280,Cabrilla,1.19,A0030,Ria
CAP-8462,2024-08-10,C280,Sama,9.56,A0030,Espigon
CAP-8463,2024-12-04,C138,Mabra,1.29,A0022,Playa
CAP-8464,2024-12-14,C138,Herrera,0.27,A0022,Ria
CAP-8465,2024-11-28,C138,Herrera,0.47,A0022,Ria
CAP-8466,2024-12-15,C138,Herrera,0.61,A0022,Playa
CAP-8467,2024-02-07,C102,Sama,9.09,A0030,Ria
CAP-8468,2024-08-30,C146,Lubina,1.94,A0012,Playa
CAP-8469,2024-09-01,C146,Palometon,5.83,A0012,Espigon
CAP-8470,2024-09-05,C096,Marlin Blanco,19.75,A0026,Espigon
CAP-8471,2024-10-16,C069,Llampuga,5.79,A0027,Alta Mar
CAP-8472,2024-10-11,C069,Bonito del Norte,13.9,A0027,Alta Mar
CAP-8473,2024-10-27,C069,Melva,0.75,A0027,Alta Mar
CAP-8474,2024-10-19,C069,Melva,0.77,A0027,Playa
CAP-8475,2024-04-17,C148,Serviola,1.44,A0032,Ria
CAP-8476,2024-06-21,C151,Serviola,0.8,A0033,Playa
CAP-8477,2024-03-28,C234,Calamar,1.29,A0002,Alta Mar
CAP-8478,2024-03-19,C234,Calamar,0.22,A0002,Ria
CAP-8479,2024-03-17,C234,Calamar,1.13,A0002,Alta Mar
CAP-8480,2024-05-26,C269,Mero,5.68,A0033,Alta Mar
CAP-8481,2024-06-02,C269,Denton,3.6,A0033,Alta Mar
CAP-8482,2024-06-30,C005,Denton,6.74,A0033,Ria
CAP-8483,2024-01-27,C295,Baila,1.1,A0014,Ria
CAP-8484,2024-08-24,C090,Cabrilla,0.9,A0031,Espigon
CAP-8485,2024-08-27,C090,San Pedro,0.63,A0031,Playa
CAP-8486,2024-09-13,C090,Sama,6.84,A0031,Ria
CAP-8487,2024-01-30,C072,Anjova,5.6,A0016,Espigon
CAP-8488,2024-08-11,C257,Palometon,12.52,A0010,Alta Mar
CAP-8489,2024-08-12,C257,Lubina,3.33,A0010,Espigon
CAP-8490,2024-02-24,C206,Calamar,0.33,A0003,Alta Mar
CAP-8491,2024-03-01,C206,Calamar,0.93,A0003,Playa
CAP-8492,2024-03-01,C206,Calamar,0.21,A0003,Alta Mar
CAP-8493,2024-03-08,C206,Calamar,1.07,A0003,Ria
CAP-8494,2024-11-30,C290,Denton,1.63,A0032,Ria
CAP-8495,2024-10-04,C104,Serviola,1.78,A0032,Ria
CAP-8496,2024-10-12,C104,Denton,1.65,A0032,Playa
CAP-8497,2024-12-16,C046,Calamar,0.39,A0001,Ria
CAP-8498,2024-11-26,C046,Calamar,0.9,A0001,Playa
CAP-8499,2024-10-16,C128,Lubina,4.88,A0011,Playa
CAP-8500,2024-11-05,C128,Palometon,8.19,A0011,Alta Mar
CAP-8501,2024-04-30,C033,Cabrilla,0.59,A0030,Ria
CAP-8502,2024-05-03,C033,Denton,6.7,A0030,Alta Mar
CAP-8503,2024-12-16,C202,Calamar,1.03,A0002,Playa
CAP-8504,2025-01-05,C202,Sepia,0.4,A0002,Alta Mar
CAP-8505,2024-05-02,C116,Anjova,4.18,A0014,Playa
CAP-8506,2024-04-11,C116,Lubina,3.04,A0014,Alta Mar
CAP-8507,2024-07-26,C093,Mero,6.15,A0032,Alta Mar
CAP-8508,2024-08-29,C093,Serviola,1.43,A0032,Espigon
CAP-8509,2024-04-27,C152,Herrera,0.41,A0022,Espigon
CAP-8510,2024-05-26,C152,Herrera,0.28,A0022,Espigon
CAP-8511,2024-05-09,C152,Herrera,0.79,A0022,Playa
CAP-8512,2024-05-05,C152,Herrera,0.46,A0022,Espigon
CAP-8513,2024-06-02,C152,Herrera,0.62,A0022,Alta Mar
CAP-8514,2024-06-04,C152,Dorada,2.84,A0022,Playa
CAP-8515,2024-06-11,C152,Mabra,1.07,A0022,Ria
CAP-8516,2024-06-17,C152,Herrera,0.65,A0022,Playa
CAP-8517,2024-03-29,C271,Sama,5.96,A0031,Ria
CAP-8518,2024-11-07,C089,Jurel,1.5,A0010,Playa
CAP-8519,2024-02-29,C235,Pulpo,4.79,A0004,Alta Mar
CAP-8520,2024-02-22,C235,Calamar,1.3,A0004,Playa
CAP-8521,2024-03-24,C235,Calamar,0.88,A0004,Alta Mar
CAP-8522,2024-03-03,C235,Pulpo,3.14,A0004,Ria
CAP-8523,2024-03-28,C235,Pulpo,3.62,A0004,Ria
CAP-8524,2024-12-26,C200,Sepia,0.56,A0001,Ria
CAP-8525,2024-12-16,C244,Anjova,4.0,A0013,Alta Mar
CAP-8526,2024-12-28,C244,Espeton,1.49,A0013,Playa
CAP-8527,2024-09-06,C039,Lubina,2.85,A0012,Playa
CAP-8528,2024-07-31,C148,Serviola,1.06,A0033,Ria
CAP-8529,2024-12-22,C223,Serviola,0.99,A0033,Playa
CAP-8530,2024-12-09,C223,Serviola,1.03,A0033,Espigon
CAP-8531,2024-04-17,C195,Sargo,0.79,A0021,Ria
CAP-8532,2024-05-04,C195,Sargo,0.67,A0021,Ria
CAP-8533,2024-01-17,C112,Cabrilla,1.96,A0030,Alta Mar
CAP-8534,2024-06-19,C186,Mero,9.21,A0033,Alta Mar
CAP-8535,2024-06-20,C186,Serviola,1.93,A0033,Ria
CAP-8536,2024-08-03,C078,Corvina,10.47,A0021,Playa
CAP-8537,2024-08-04,C078,Corvina,14.37,A0021,Playa
CAP-8538,2024-08-17,C078,Corvina,4.54,A0021,Playa
CAP-8539,2024-08-17,C078,Mabra,1.21,A0021,Espigon
CAP-8540,2024-09-02,C078,Dorada,1.34,A0021,Playa
