id_ticket,fecha,id_cliente,id_articulo,cantidad,total
T-04697,2024-03-03,C161,A0031,3,12.0
T-04698,2024-12-03,C285,A0032,3,9.0
T-04699,2024-12-22,C056,A0009,1,155.0
T-04700,2024-09-22,C123,A0027,3,26.0
T-04701,2024-04-01,C038,A0025,1,140.0
T-04702,2024-02-07,C213,A0002,2,23.0
T-04703,2024-10-09,C278,A0011,3,13.5
T-04704,2024-11-11,C251,A0033,3,9.0
T-04705,2024-02-21,C221,A0001,3,23.0
T-04706,2024-09-28,C266,A0020,3,190.0
T-04707,2024-08-17,C295,A0017,1,9.5
T-04708,2024-12-10,C213,A0009,3,155.0
T-04709,2024-11-07,C179,A0018,2,9.5
T-04710,2024-02-27,C195,A0023,2,2.5
T-04711,2024-03-18,C248,A0013,1,32.0
T-04712,2024-10-03,C046,A0004,1,14.5
T-04713,2024-11-24,C106,A0002,1,23.0
T-04714,2024-04-25,C166,A0013,3,32.0
T-04715,2024-01-28,C094,A0004,3,14.5
T-04716,2024-11-09,C046,A0009,3,155.0
T-04717,2024-10-16,C096,A0005,2,14.5
T-04718,2024-07-27,C005,A0032,3,9.0
T-04719,2024-12-25,C078,A0022,2,8.5
T-04720,2024-12-04,C153,A0002,2,23.0
T-04721,2024-01-23,C003,A0030,2,12.0
T-04722,2024-09-04,C004,A0026,1,26.0
T-04723,2024-07-17,C126,A0029,1,850.0
T-04724,2024-02-15,C117,A0009,3,155.0
T-04725,2024-10-04,C221,A0004,2,14.5
T-04726,2024-05-08,C244,A0031,3,12.0
T-04727,2024-09-09,C300,A0024,3,2.5
T-04728,2024-02-13,C076,A0032,1,9.0
T-04729,2024-07-05,C079,A0020,1,190.0
T-04730,2024-05-07,C233,A0022,1,8.5
T-04731,2024-01-17,C259,A0007,2,9.0
T-04732,2024-12-26,C098,A0016,1,19.0
T-04733,2024-09-22,C019,A0027,2,26.0
T-04734,2024-07-18,C244,A0031,3,12.0
T-04735,2024-04-15,C126,A0022,3,8.5
T-04736,2024-10-28,C228,A0031,3,12.0
T-04737,2024-12-16,C153,A0004,2,14.5
T-04738,2024-05-23,C270,A0031,3,12.0
T-04739,2024-09-03,C022,A0029,1,850.0
T-04740,2024-04-24,C067,A0017,1,9.5
T-04741,2024-04-12,C025,A0030,2,12.0
T-04742,2024-01-19,C293,A0033,1,9.0
T-04743,2024-12-27,C275,A0019,3,190.0
T-04744,2024-04-05,C228,A0030,3,12.0
T-04745,2024-05-17,C122,A0015,1,19.0
T-04746,2024-09-12,C002,A0027,2,26.0
T-04747,2024-07-26,C087,A0026,1,26.0
T-04748,2024-11-10,C112,A0031,1,12.0
T-04749,2024-01-09,C077,A0021,2,6.5
T-04750,2024-02-05,C078,A0031,2,12.0
T-04751,2024-02-18,C150,A0032,3,9.0
T-04752,2024-01-21,C254,A0032,2,9.0
T-04753,2024-11-04,C056,A0008,3,155.0
T-04754,2024-01-15,C200,A0025,3,140.0
T-04755,2024-01-16,C232,A0003,3,23.0
T-04756,2024-05-18,C149,A0032,2,9.0
T-04757,2024-01-14,C064,A0005,3,14.5
T-04758,2024-10-09,C298,A0003,2,23.0
T-04759,2024-06-17,C073,A0011,2,13.5
T-04760,2024-10-06,C156,A0001,3,23.0
T-04761,2024-02-18,C241,A0002,2,23.0
T-04762,2024-11-15,C014,A0030,1,12.0
T-04763,2024-08-04,C163,A0027,3,26.0
T-04764,2024-09-04,C119,A0032,2,9.0
T-04765,2024-09-11,C020,A0031,3,12.0
T-04766,2024-05-17,C284,A0033,3,9.0
T-04767,2024-08-07,C282,A0016,2,19.0
T-04768,2024-10-27,C130,A0013,1,32.0
T-04769,2024-10-19,C162,A0005,3,14.5
T-04770,2024-02-20,C243,A0031,3,12.0
T-04771,2024-10-25,C269,A0012,3,13.5
T-04772,2024-10-18,C070,A0006,2,14.5
T-04773,2024-12-28,C270,A0005,1,14.5
T-04774,2024-06-08,C242,A0024,1,2.5
T-04775,2024-06-22,C137,A0023,2,2.5
T-04776,2024-07-26,C083,A0021,1,6.5
T-04777,2024-12-02,C095,A0025,1,140.0
T-04778,2024-03-10,C136,A0032,1,9.0
T-04779,2024-07-12,C164,A0032,2,9.0
T-04780,2024-11-11,C177,A0003,2,23.0
T-04781,2024-04-13,C066,A0025,1,140.0
T-04782,2024-06-25,C299,A0028,1,22.0
T-04783,2024-07-03,C208,A0032,1,9.0
T-04784,2024-12-10,C235,A0008,3,155.0
T-04785,2024-08-24,C026,A0023,3,2.5
T-04786,2024-03-17,C297,A0023,1,2.5
T-04787,2024-07-22,C240,A0030,3,12.0
T-04788,2024-02-06,C136,A0019,1,190.0
T-04789,2024-09-11,C277,A0012,1,13.5
T-04790,2024-11-12,C047,A0003,3,23.0
T-04791,2024-06-19,C006,A0021,3,6.5
T-04792,2024-11-12,C234,A0001,1,23.0
T-04793,2024-09-11,C233,A0021,2,6.5
T-04794,2024-07-17,C006,A0022,3,8.5
T-04795,2024-07-20,C223,A0033,1,9.0
T-04796,2024-07-10,C282,A0015,1,19.0
T-04797,2024-02-25,C218,A0002,3,23.0
T-04798,2024-11-05,C215,A0004,2,14.5
T-04799,2024-08-19,C154,A0017,1,9.5
T-04800,2024-08-27,C071,A0014,3,32.0
T-04801,2024-06-01,C182,A0031,3,12.0
T-04802,2024-09-04,C089,A0011,2,13.5
T-04803,2024-12-08,C284,A0032,2,9.0
T-04804,2024-10-09,C046,A0008,1,155.0
T-04805,2024-11-28,C151,A0032,2,9.0
T-04806,2024-02-16,C259,A0005,2,14.5
T-04807,2024-02-06,C220,A0033,2,9.0
T-04808,2024-04-13,C299,A0016,1,19.0
T-04809,2024-09-10,C066,A0023,1,2.5
T-04810,2024-01-23,C252,A0005,1,14.5
T-04811,2024-02-08,C251,A0032,1,9.0
T-04812,2024-06-17,C293,A0031,2,12.0
T-04813,2024-10-15,C106,A0022,1,8.5
T-04814,2024-08-19,C227,A0033,2,9.0
T-04815,2024-07-16,C270,A0031,2,12.0
T-04816,2024-04-05,C150,A0017,2,9.5
T-04817,2024-09-15,C220,A0019,2,190.0
T-04818,2024-05-21,C075,A0032,3,9.0
T-04819,2024-07-12,C144,A0033,2,9.0
T-04820,2024-06-23,C222,A0033,3,9.0
T-04821,2024-12-26,C204,A0015,3,19.0
T-04822,2024-06-09,C025,A0026,1,26.0
T-04823,2024-08-03,C077,A0023,3,2.5
T-04824,2024-12-22,C091,A0023,1,2.5
T-04825,2024-10-18,C092,A0003,2,23.0
T-04826,2024-05-11,C295,A0010,2,13.5
T-04827,2024-12-08,C254,A0033,2,9.0
T-04828,2024-12-06,C020,A0003,2,23.0
T-04829,2024-09-18,C065,A0027,1,26.0
T-04830,2024-07-21,C220,A0033,3,9.0
T-04831,2024-02-09,C264,A0025,1,140.0
T-04832,2024-03-14,C139,A0030,3,12.0
T-04833,2024-10-09,C170,A0025,3,140.0
T-04834,2024-01-14,C106,A0023,2,2.5
T-04835,2024-03-24,C278,A0024,1,2.5
T-04836,2024-11-03,C094,A0008,2,155.0
T-04837,2024-03-21,C133,A0012,1,13.5
T-04838,2024-05-05,C044,A0012,1,13.5
T-04839,2024-12-16,C263,A0031,3,12.0
T-04840,2024-03-25,C008,A0033,1,9.0
T-04841,2024-08-08,C029,A0028,2,22.0
T-04842,2024-11-22,C204,A0020,2,190.0
T-04843,2024-03-27,C066,A0023,2,2.5
T-04844,2024-08-06,C114,A0028,2,22.0
T-04845,2024-08-11,C112,A0031,3,12.0
T-04846,2024-01-05,C248,A0011,3,13.5
T-04847,2024-07-18,C061,A0032,2,9.0
T-04848,2024-02-19,C007,A0030,1,12.0
T-04849,2024-09-17,C116,A0026,3,26.0
T-04850,2024-01-24,C168,A0015,2,19.0
T-04851,2024-07-28,C246,A0025,2,140.0
T-04852,2024-08-21,C050,A0022,1,8.5
T-04853,2024-06-22,C042,A0029,2,850.0
T-04854,2024-10-09,C232,A0003,2,23.0
T-04855,2024-11-06,C208,A0033,2,9.0
T-04856,2024-06-23,C072,A0014,1,32.0
T-04857,2024-09-17,C226,A0012,1,13.5
T-04858,2024-11-11,C030,A0023,3,2.5
T-04859,2024-01-23,C078,A0021,2,6.5
T-04860,2024-07-05,C058,A0028,1,22.0
T-04861,2024-07-19,C077,A0021,3,6.5
T-04862,2024-02-06,C280,A0030,3,12.0
T-04863,2024-12-20,C144,A0032,3,9.0
T-04864,2024-11-17,C126,A0023,1,2.5
T-04865,2024-04-13,C158,A0032,3,9.0
T-04866,2024-07-16,C072,A0017,3,9.5
T-04867,2024-12-02,C153,A0025,2,140.0
T-04868,2024-01-23,C276,A0021,3,6.5
T-04869,2024-06-05,C009,A0033,1,9.0
T-04870,2024-08-26,C270,A0031,3,12.0
T-04871,2024-08-22,C205,A0027,2,26.0
T-04872,2024-05-02,C175,A0031,1,12.0
T-04873,2024-06-23,C022,A0028,3,22.0
T-04874,2024-02-06,C063,A0024,2,2.5
T-04875,2024-06-28,C185,A0031,3,12.0
T-04876,2024-12-22,C066,A0022,1,8.5
T-04877,2024-05-17,C273,A0031,2,12.0
T-04878,2024-10-09,C230,A0032,3,9.0
T-04879,2024-07-25,C292,A0029,2,850.0
T-04880,2024-06-27,C002,A0027,2,26.0
T-04881,2024-04-17,C055,A0021,1,6.5
T-04882,2024-02-09,C155,A0033,1,9.0
T-04883,2024-11-10,C130,A0019,3,190.0
T-04884,2024-08-18,C023,A0023,1,2.5
T-04885,2024-06-11,C279,A0024,1,2.5
T-04886,2024-06-09,C027,A0028,1,22.0
T-04887,2024-02-12,C234,A0022,2,8.5
T-04888,2024-09-09,C233,A0025,2,140.0
T-04889,2024-07-11,C090,A0031,2,12.0
T-04890,2024-07-10,C128,A0010,3,13.5
T-04891,2024-01-11,C169,A0006,1,14.5
T-04892,2024-05-23,C076,A0032,2,9.0
T-04893,2024-09-10,C205,A0028,2,22.0
T-04894,2024-10-09,C058,A0008,3,155.0
T-04895,2024-10-17,C252,A0008,2,155.0
T-04896,2024-01-18,C074,A0018,3,9.5
T-04897,2024-11-01,C122,A0009,2,155.0
T-04898,2024-09-08,C258,A0029,1,850.0
T-04899,2024-12-04,C082,A0030,1,12.0
T-04900,2024-10-21,C091,A0032,2,9.0
T-04901,2024-10-19,C097,A0012,1,13.5
T-04902,2024-06-07,C003,A0031,2,12.0
T-04903,2024-07-17,C179,A0027,3,26.0
T-04904,2024-12-14,C151,A0002,3,23.0
T-04905,2024-01-19,C271,A0031,3,12.0
T-04906,2024-10-19,C084,A0021,3,6.5
T-04907,2024-03-05,C007,A0030,2,12.0
T-04908,2024-12-11,C067,A0016,3,19.0
T-04909,2024-01-23,C164,A0011,2,13.5
T-04910,2024-09-22,C045,A0021,1,6.5
T-04911,2024-11-25,C256,A0030,1,12.0
T-04912,2024-03-20,C100,A0019,2,190.0
T-04913,2024-05-27,C224,A0022,3,8.5
T-04914,2024-11-13,C047,A0004,1,14.5
T-04915,2024-06-08,C299,A0013,2,32.0
T-04916,2024-02-01,C184,A0023,1,2.5
T-04917,2024-07-08,C157,A0010,1,13.5
T-04918,2024-08-04,C199,A0029,2,850.0
T-04919,2024-01-22,C027,A0008,2,155.0
T-04920,2024-07-25,C163,A0027,1,26.0
T-04921,2024-10-28,C298,A0008,3,155.0
T-04922,2024-06-16,C066,A0024,3,2.5
T-04923,2024-05-19,C166,A0012,3,13.5
T-04924,2024-09-20,C148,A0011,1,13.5
T-04925,2024-12-07,C125,A0031,1,12.0
T-04926,2024-04-09,C174,A0033,3,9.0
T-04927,2024-11-09,C101,A0033,1,9.0
T-04928,2024-11-27,C091,A0033,2,9.0
T-04929,2024-11-12,C145,A0001,1,23.0
T-04930,2024-11-01,C057,A0001,3,23.0
T-04931,2024-12-18,C129,A0007,1,9.0
T-04932,2024-09-19,C085,A0031,1,12.0
T-04933,2024-06-14,C297,A0025,3,140.0
T-04934,2024-06-02,C144,A0033,2,9.0
T-04935,2024-08-01,C081,A0026,1,26.0
T-04936,2024-01-21,C290,A0004,1,14.5
T-04937,2024-10-18,C291,A0031,1,12.0
T-04938,2024-02-07,C047,A0006,2,14.5
T-04939,2024-04-22,C226,A0011,1,13.5
T-04940,2024-03-26,C142,A0023,2,2.5
T-04941,2024-09-13,C082,A0030,3,12.0
T-04942,2024-03-06,C148,A0032,1,9.0
T-04943,2024-01-10,C118,A0007,2,9.0
T-04944,2024-06-26,C269,A0033,3,9.0
T-04945,2024-12-27,C282,A0011,3,13.5
T-04946,2024-10-19,C063,A0007,3,9.0
T-04947,2024-04-18,C127,A0018,3,9.5
T-04948,2024-07-27,C095,A0021,3,6.5
T-04949,2024-09-23,C242,A0023,2,2.5
T-04950,2024-10-03,C025,A0030,1,12.0
T-04951,2024-04-06,C169,A0032,3,9.0
T-04952,2024-10-15,C105,A0017,2,9.5
T-04953,2024-01-13,C221,A0004,2,14.5
T-04954,2024-08-08,C223,A0026,1,26.0
T-04955,2024-11-09,C178,A0004,3,14.5
T-04956,2024-10-03,C290,A0005,3,14.5
T-04957,2024-09-08,C224,A0022,3,8.5
T-04958,2024-11-18,C233,A0024,2,2.5
T-04959,2024-08-26,C089,A0018,2,9.5
T-04960,2024-03-20,C077,A0024,1,2.5
T-04961,2024-08-14,C087,A0028,1,22.0
T-04962,2024-10-15,C276,A0021,3,6.5
T-04963,2024-09-06,C170,A0023,1,2.5
T-04964,2024-09-19,C107,A0026,3,26.0
T-04965,2024-06-23,C021,A0033,2,9.0
T-04966,2024-01-20,C243,A0031,2,12.0
T-04967,2024-04-19,C080,A0030,3,12.0
T-04968,2024-11-23,C233,A0023,3,2.5
T-04969,2024-06-15,C035,A0024,3,2.5
T-04970,2024-10-06,C104,A0033,1,9.0
T-04971,2024-07-11,C205,A0026,1,26.0
T-04972,2024-07-20,C110,A0025,3,140.0
T-04973,2024-03-25,C010,A0031,2,12.0
T-04974,2024-03-10,C137,A0024,2,2.5
T-04975,2024-08-16,C007,A0030,1,12.0
T-04976,2024-01-15,C027,A0007,1,9.0
T-04977,2024-07-25,C071,A0028,2,22.0
T-04978,2024-06-03,C097,A0029,1,850.0
T-04979,2024-07-25,C268,A0032,3,9.0
T-04980,2024-08-14,C203,A0022,2,8.5
T-04981,2024-04-15,C013,A0023,2,2.5
T-04982,2024-09-22,C119,A0032,2,9.0
T-04983,2024-01-22,C188,A0030,3,12.0
T-04984,2024-01-12,C023,A0024,3,2.5
T-04985,2024-07-01,C106,A0023,2,2.5
T-04986,2024-07-04,C004,A0029,2,850.0
T-04987,2024-02-09,C212,A0007,3,9.0
T-04988,2024-06-28,C185,A0026,2,26.0
T-04989,2024-02-15,C007,A0031,3,12.0
T-04990,2024-01-21,C039,A0021,1,6.5
T-04991,2024-05-13,C223,A0033,3,9.0
T-04992,2024-12-20,C150,A0033,2,9.0
T-04993,2024-08-19,C134,A0011,2,13.5
T-04994,2024-02-14,C158,A0013,1,32.0
T-04995,2024-01-20,C245,A0024,1,2.5
T-04996,2024-12-25,C050,A0022,2,8.5
T-04997,2024-01-13,C263,A0005,1,14.5
T-04998,2024-11-09,C138,A0025,2,140.0
T-04999,2024-12-06,C237,A0009,2,155.0
T-05000,2024-08-06,C135,A0028,3,22.0
T-05001,2024-03-25,C059,A0025,2,140.0
T-05002,2024-07-24,C081,A0029,2,850.0
T-05003,2024-08-17,C110,A0023,2,2.5
T-05004,2024-12-15,C014,A0007,3,9.0
T-05005,2024-10-14,C131,A0024,2,2.5
T-05006,2024-07-05,C065,A0027,2,26.0
T-05007,2024-04-15,C080,A0030,2,12.0
T-05008,2024-02-22,C264,A0024,1,2.5
T-05009,2024-11-11,C145,A0005,3,14.5
T-05010,2024-01-01,C261,A0031,2,12.0
T-05011,2024-11-15,C246,A0008,2,155.0
T-05012,2024-09-04,C251,A0028,1,22.0
T-05013,2024-01-16,C141,A0006,1,14.5
T-05014,2024-02-11,C237,A0007,3,9.0
T-05015,2024-12-03,C208,A0033,3,9.0
T-05016,2024-10-16,C028,A0004,3,14.5
T-05017,2024-08-19,C220,A0032,2,9.0
T-05018,2024-09-26,C174,A0033,1,9.0
T-05019,2024-01-10,C110,A0011,1,13.5
T-05020,2024-07-27,C175,A0030,2,12.0
T-05021,2024-12-20,C036,A0031,3,12.0
T-05022,2024-11-17,C010,A0030,1,12.0
T-05023,2024-12-02,C236,A0021,3,6.5
T-05024,2024-07-08,C167,A0020,2,190.0
T-05025,2024-08-11,C175,A0031,1,12.0
T-05026,2024-10-01,C172,A0025,2,140.0
T-05027,2024-12-05,C076,A0033,2,9.0
T-05028,2024-01-21,C057,A0005,3,14.5
T-05029,2024-10-06,C251,A0032,2,9.0
T-05030,2024-10-23,C117,A0005,3,14.5
T-05031,2024-06-20,C096,A0026,1,26.0
T-05032,2024-03-06,C025,A0030,1,12.0
T-05033,2024-09-05,C163,A0029,1,850.0
T-05034,2024-09-02,C288,A0028,1,22.0
T-05035,2024-01-11,C103,A0031,1,12.0
T-05036,2024-09-21,C013,A0022,2,8.5
T-05037,2024-11-28,C047,A0006,2,14.5
T-05038,2024-04-19,C298,A0024,1,2.5
T-05039,2024-09-25,C173,A0031,2,12.0
T-05040,2024-01-11,C018,A0008,2,155.0
T-05041,2024-07-18,C296,A0030,3,12.0
T-05042,2024-04-21,C211,A0013,2,32.0
T-05043,2024-06-23,C151,A0032,1,9.0
T-05044,2024-12-14,C156,A0008,1,155.0
T-05045,2024-02-22,C216,A0022,3,8.5
T-05046,2024-10-26,C265,A0002,3,23.0
T-05047,2024-07-12,C199,A0029,2,850.0
T-05048,2024-01-10,C235,A0006,2,14.5
T-05049,2024-10-07,C259,A0002,3,23.0
T-05050,2024-02-15,C236,A0001,3,23.0
T-05051,2024-02-02,C023,A0024,2,2.5
T-05052,2024-06-12,C173,A0031,3,12.0
T-05053,2024-05-11,C266,A0014,2,32.0
T-05054,2024-11-21,C153,A0005,1,14.5
T-05055,2024-10-15,C120,A0002,2,23.0
T-05056,2024-02-20,C167,A0013,2,32.0
T-05057,2024-05-27,C104,A0033,2,9.0
T-05058,2024-09-19,C172,A0021,3,6.5
T-05059,2024-02-15,C276,A0006,2,14.5
T-05060,2024-03-23,C226,A0016,3,19.0
T-05061,2024-02-19,C129,A0014,2,32.0
T-05062,2024-04-07,C129,A0017,2,9.5
T-05063,2024-05-16,C258,A0032,1,9.0
T-05064,2024-03-08,C255,A0032,3,9.0
T-05065,2024-05-15,C112,A0030,1,12.0
T-05066,2024-06-11,C212,A0023,1,2.5
T-05067,2024-06-20,C101,A0032,3,9.0
T-05068,2024-09-16,C173,A0031,3,12.0
T-05069,2024-02-08,C029,A0008,2,155.0
T-05070,2024-08-02,C196,A0028,2,22.0
T-05071,2024-01-08,C147,A0030,1,12.0
T-05072,2024-02-06,C018,A0032,1,9.0
T-05073,2024-03-18,C255,A0033,1,9.0
T-05074,2024-12-21,C220,A0032,1,9.0
T-05075,2024-04-25,C030,A0024,2,2.5
T-05076,2024-02-08,C062,A0030,1,12.0
T-05077,2024-07-15,C139,A0030,1,12.0
T-05078,2024-09-26,C253,A0028,2,22.0
T-05079,2024-06-11,C209,A0018,2,9.5
T-05080,2024-08-23,C109,A0033,1,9.0
T-05081,2024-12-27,C010,A0007,1,9.0
T-05082,2024-01-01,C164,A0001,3,23.0
T-05083,2024-10-12,C111,A0011,2,13.5
T-05084,2024-04-16,C159,A0012,1,13.5
T-05085,2024-01-10,C255,A0033,3,9.0
T-05086,2024-03-05,C105,A0019,2,190.0
T-05087,2024-06-28,C287,A0026,2,26.0
T-05088,2024-08-23,C158,A0015,1,19.0
T-05089,2024-09-14,C089,A0017,3,9.5
T-05090,2024-11-16,C206,A0004,1,14.5
T-05091,2024-12-02,C248,A0019,2,190.0
T-05092,2024-12-21,C120,A0007,2,9.0
T-05093,2024-08-02,C257,A0024,1,2.5
T-05094,2024-01-25,C210,A0030,1,12.0
T-05095,2024-08-25,C196,A0027,1,26.0
T-05096,2024-06-04,C147,A0030,1,12.0
T-05097,2024-04-02,C080,A0030,3,12.0
T-05098,2024-01-05,C030,A0021,1,6.5
T-05099,2024-02-14,C075,A0033,1,9.0
T-05100,2024-11-05,C235,A0006,1,14.5
T-05101,2024-02-02,C252,A0002,3,23.0
T-05102,2024-09-08,C081,A0027,1,26.0
T-05103,2024-09-24,C114,A0031,1,12.0
T-05104,2024-10-08,C186,A0032,2,9.0
T-05105,2024-07-07,C226,A0018,3,9.5
T-05106,2024-01-01,C100,A0005,3,14.5
T-05107,2024-12-26,C014,A0002,3,23.0
T-05108,2024-02-01,C232,A0009,2,155.0
T-05109,2024-03-13,C264,A0025,3,140.0
T-05110,2024-04-11,C038,A0025,3,140.0
T-05111,2024-01-01,C197,A0025,2,140.0
T-05112,2024-07-06,C194,A0022,1,8.5
T-05113,2024-12-26,C204,A0016,3,19.0
T-05114,2024-09-25,C161,A0030,3,12.0
T-05115,2024-11-14,C069,A0032,1,9.0
T-05116,2024-12-25,C187,A0006,3,14.5
T-05117,2024-10-24,C018,A0032,1,9.0
T-05118,2024-06-09,C217,A0021,3,6.5
T-05119,2024-12-28,C293,A0031,1,12.0
T-05120,2024-09-17,C196,A0026,2,26.0
T-05121,2024-03-17,C277,A0017,1,9.5
T-05122,2024-12-07,C038,A0022,3,8.5
T-05123,2024-10-21,C052,A0001,2,23.0
T-05124,2024-09-22,C219,A0028,3,22.0
T-05125,2024-11-17,C145,A0007,1,9.0
T-05126,2024-11-16,C120,A0004,1,14.5
T-05127,2024-06-10,C148,A0033,3,9.0
T-05128,2024-06-01,C191,A0025,3,140.0
T-05129,2024-09-08,C191,A0025,2,140.0
T-05130,2024-11-28,C187,A0003,3,23.0
T-05131,2024-06-25,C272,A0026,1,26.0
T-05132,2024-10-08,C290,A0008,3,155.0
T-05133,2024-12-02,C137,A0025,1,140.0
T-05134,2024-06-23,C086,A0028,1,22.0
T-05135,2024-06-17,C021,A0032,3,9.0
T-05136,2024-11-20,C047,A0006,3,14.5
T-05137,2024-08-03,C184,A0024,1,2.5
T-05138,2024-01-16,C299,A0015,2,19.0
T-05139,2024-06-21,C016,A0029,3,850.0
T-05140,2024-02-08,C198,A0032,3,9.0
T-05141,2024-11-04,C241,A0007,2,9.0
T-05142,2024-08-11,C239,A0028,1,22.0
T-05143,2024-04-10,C167,A0011,2,13.5
T-05144,2024-11-04,C120,A0007,2,9.0
T-05145,2024-06-02,C239,A0027,1,26.0
T-05146,2024-11-19,C195,A0023,2,2.5
T-05147,2024-11-19,C268,A0033,2,9.0
T-05148,2024-05-25,C200,A0022,3,8.5
T-05149,2024-07-13,C254,A0032,2,9.0
T-05150,2024-09-03,C038,A0024,3,2.5
T-05151,2024-02-16,C117,A0008,1,155.0
T-05152,2024-07-03,C239,A0026,1,26.0
T-05153,2024-03-15,C210,A0031,1,12.0
T-05154,2024-08-04,C004,A0017,2,9.5
T-05155,2024-11-18,C299,A0009,3,155.0
T-05156,2024-05-28,C118,A0022,1,8.5
T-05157,2024-08-27,C243,A0030,1,12.0
T-05158,2024-08-17,C097,A0029,2,850.0
T-05159,2024-08-01,C040,A0028,1,22.0
T-05160,2024-10-25,C028,A0001,2,23.0
T-05161,2024-10-01,C271,A0001,2,23.0
T-05162,2024-04-20,C208,A0032,3,9.0
T-05163,2024-09-05,C065,A0026,3,26.0
T-05164,2024-06-26,C101,A0033,3,9.0
T-05165,2024-02-16,C058,A0032,1,9.0
T-05166,2024-10-23,C099,A0019,1,190.0
T-05167,2024-06-01,C081,A0027,1,26.0
T-05168,2024-01-19,C053,A0032,2,9.0
T-05169,2024-11-24,C160,A0025,3,140.0
T-05170,2024-10-18,C049,A0002,1,23.0
T-05171,2024-06-08,C262,A0025,2,140.0
T-05172,2024-03-01,C078,A0025,2,140.0
T-05173,2024-02-08,C177,A0004,1,14.5
T-05174,2024-09-16,C289,A0031,1,12.0
T-05175,2024-06-03,C198,A0027,1,26.0
T-05176,2024-11-22,C117,A0008,2,155.0
T-05177,2024-10-13,C280,A0015,2,19.0
T-05178,2024-03-20,C240,A0030,1,12.0
T-05179,2024-06-07,C143,A0023,2,2.5
T-05180,2024-06-10,C019,A0028,3,22.0
T-05181,2024-07-24,C114,A0031,3,12.0
T-05182,2024-11-10,C122,A0030,1,12.0
T-05183,2024-08-16,C133,A0028,1,22.0
T-05184,2024-09-25,C250,A0029,1,850.0
T-05185,2024-02-01,C188,A0030,3,12.0
T-05186,2024-09-17,C239,A0028,2,22.0
T-05187,2024-02-16,C136,A0033,2,9.0
T-05188,2024-01-01,C054,A0017,1,9.5
T-05189,2024-07-05,C022,A0028,2,22.0
T-05190,2024-02-03,C279,A0022,1,8.5
T-05191,2024-01-17,C203,A0021,2,6.5
T-05192,2024-08-24,C274,A0032,2,9.0
T-05193,2024-08-11,C166,A0017,2,9.5
T-05194,2024-07-10,C144,A0032,3,9.0
T-05195,2024-08-08,C112,A0030,2,12.0
T-05196,2024-07-21,C012,A0032,2,9.0
T-05197,2024-10-20,C015,A0017,2,9.5
T-05198,2024-06-05,C165,A0033,2,9.0
T-05199,2024-04-06,C053,A0033,2,9.0
T-05200,2024-11-23,C090,A0031,1,12.0
T-05201,2024-03-09,C110,A0024,2,2.5
T-05202,2024-06-07,C071,A0027,2,26.0
T-05203,2024-07-25,C033,A0030,3,12.0
T-05204,2024-02-24,C105,A0015,3,19.0
T-05205,2024-01-17,C070,A0033,1,9.0
T-05206,2024-12-01,C176,A0022,3,8.5
T-05207,2024-06-18,C054,A0029,1,850.0
T-05208,2024-02-09,C238,A0016,1,19.0
T-05209,2024-02-15,C227,A0032,2,9.0
T-05210,2024-02-17,C214,A0030,1,12.0
T-05211,2024-06-22,C039,A0025,1,140.0
T-05212,2024-11-06,C147,A0030,3,12.0
T-05213,2024-04-05,C187,A0031,3,12.0
T-05214,2024-08-04,C009,A0032,1,9.0
T-05215,2024-09-17,C297,A0024,1,2.5
T-05216,2024-05-19,C278,A0031,3,12.0
T-05217,2024-07-02,C260,A0022,2,8.5
T-05218,2024-07-13,C141,A0019,3,190.0
T-05219,2024-12-16,C189,A0006,1,14.5
T-05220,2024-01-27,C094,A0004,1,14.5
T-05221,2024-08-02,C054,A0027,2,26.0
T-05222,2024-01-23,C030,A0025,2,140.0
T-05223,2024-08-09,C293,A0031,3,12.0
T-05224,2024-01-12,C300,A0033,1,9.0
T-05225,2024-10-22,C060,A0007,1,9.0
T-05226,2024-09-16,C275,A0028,1,22.0
T-05227,2024-05-15,C230,A0033,1,9.0
T-05228,2024-10-07,C141,A0031,2,12.0
T-05229,2024-02-24,C238,A0024,2,2.5
T-05230,2024-12-18,C008,A0006,3,14.5
T-05231,2024-07-01,C278,A0029,1,850.0
T-05232,2024-01-09,C066,A0025,3,140.0
T-05233,2024-01-14,C046,A0005,3,14.5
T-05234,2024-07-17,C267,A0026,1,26.0
T-05235,2024-02-04,C121,A0032,2,9.0
T-05236,2024-09-17,C300,A0024,1,2.5
T-05237,2024-08-10,C066,A0020,3,190.0
T-05238,2024-10-27,C091,A0005,2,14.5
T-05239,2024-11-08,C221,A0001,3,23.0
T-05240,2024-01-04,C119,A0032,2,9.0
T-05241,2024-01-11,C229,A0019,2,190.0
T-05242,2024-05-26,C272,A0012,1,13.5
T-05243,2024-12-18,C129,A0009,3,155.0
T-05244,2024-09-16,C249,A0023,1,2.5
T-05245,2024-09-19,C133,A0029,1,850.0
T-05246,2024-11-27,C216,A0025,2,140.0
T-05247,2024-07-02,C205,A0028,1,22.0
T-05248,2024-05-10,C005,A0033,2,9.0
T-05249,2024-06-07,C130,A0011,1,13.5
T-05250,2024-04-11,C294,A0033,2,9.0
T-05251,2024-04-02,C160,A0025,3,140.0
T-05252,2024-12-11,C052,A0008,2,155.0
T-05253,2024-03-07,C245,A0025,3,140.0
T-05254,2024-06-23,C065,A0026,1,26.0
